  Global optimal solution found at iteration:            98
  Objective value:                                 1480838.


                       Variable           Value        Reduced Cost
                          ALPHA       0.9000000            0.000000
               DEMAND( 1, 1, 1)        2.000000            0.000000
               DEMAND( 1, 1, 2)        20.00000            0.000000
               DEMAND( 1, 1, 3)        6.000000            0.000000
               DEMAND( 1, 1, 4)        10.00000            0.000000
               DEMAND( 1, 1, 5)        15.00000            0.000000
               DEMAND( 1, 1, 6)        18.00000            0.000000
               DEMAND( 1, 1, 7)        7.000000            0.000000
               DEMAND( 1, 2, 1)        0.000000            0.000000
               DEMAND( 1, 2, 2)        5.000000            0.000000
               DEMAND( 1, 2, 3)        0.000000            0.000000
               DEMAND( 1, 2, 4)        8.000000            0.000000
               DEMAND( 1, 2, 5)        10.00000            0.000000
               DEMAND( 1, 2, 6)        10.00000            0.000000
               DEMAND( 1, 2, 7)        20.00000            0.000000
               DEMAND( 1, 3, 1)        0.000000            0.000000
               DEMAND( 1, 3, 2)        0.000000            0.000000
               DEMAND( 1, 3, 3)        12.00000            0.000000
               DEMAND( 1, 3, 4)        17.00000            0.000000
               DEMAND( 1, 3, 5)        14.00000            0.000000
               DEMAND( 1, 3, 6)        9.000000            0.000000
               DEMAND( 1, 3, 7)        30.00000            0.000000
               DEMAND( 1, 4, 1)        0.000000            0.000000
               DEMAND( 1, 4, 2)        0.000000            0.000000
               DEMAND( 1, 4, 3)        0.000000            0.000000
               DEMAND( 1, 4, 4)        0.000000            0.000000
               DEMAND( 1, 4, 5)        6.000000            0.000000
               DEMAND( 1, 4, 6)        15.00000            0.000000
               DEMAND( 1, 4, 7)        20.00000            0.000000
               DEMAND( 1, 5, 1)        0.000000            0.000000
               DEMAND( 1, 5, 2)        0.000000            0.000000
               DEMAND( 1, 5, 3)        0.000000            0.000000
               DEMAND( 1, 5, 4)        0.000000            0.000000
               DEMAND( 1, 5, 5)        30.00000            0.000000
               DEMAND( 1, 5, 6)        27.00000            0.000000
               DEMAND( 1, 5, 7)        20.00000            0.000000
               DEMAND( 1, 6, 1)        0.000000            0.000000
               DEMAND( 1, 6, 2)        0.000000            0.000000
               DEMAND( 1, 6, 3)        0.000000            0.000000
               DEMAND( 1, 6, 4)        0.000000            0.000000
               DEMAND( 1, 6, 5)        0.000000            0.000000
               DEMAND( 1, 6, 6)        18.00000            0.000000
               DEMAND( 1, 6, 7)        10.00000            0.000000
               DEMAND( 1, 7, 1)        0.000000            0.000000
               DEMAND( 1, 7, 2)        0.000000            0.000000
               DEMAND( 1, 7, 3)        0.000000            0.000000
               DEMAND( 1, 7, 4)        0.000000            0.000000
               DEMAND( 1, 7, 5)        0.000000            0.000000
               DEMAND( 1, 7, 6)        0.000000            0.000000
               DEMAND( 1, 7, 7)        22.00000            0.000000
               DEMAND( 2, 1, 1)        12.00000            0.000000
               DEMAND( 2, 1, 2)        8.000000            0.000000
               DEMAND( 2, 1, 3)        6.000000            0.000000
               DEMAND( 2, 1, 4)        10.00000            0.000000
               DEMAND( 2, 1, 5)        5.000000            0.000000
               DEMAND( 2, 1, 6)        4.000000            0.000000
               DEMAND( 2, 1, 7)        7.000000            0.000000
               DEMAND( 2, 2, 1)        0.000000            0.000000
               DEMAND( 2, 2, 2)        9.000000            0.000000
               DEMAND( 2, 2, 3)        12.00000            0.000000
               DEMAND( 2, 2, 4)        10.00000            0.000000
               DEMAND( 2, 2, 5)        9.000000            0.000000
               DEMAND( 2, 2, 6)        5.000000            0.000000
               DEMAND( 2, 2, 7)        2.000000            0.000000
               DEMAND( 2, 3, 1)        0.000000            0.000000
               DEMAND( 2, 3, 2)        0.000000            0.000000
               DEMAND( 2, 3, 3)        12.00000            0.000000
               DEMAND( 2, 3, 4)        7.000000            0.000000
               DEMAND( 2, 3, 5)        6.000000            0.000000
               DEMAND( 2, 3, 6)        5.000000            0.000000
               DEMAND( 2, 3, 7)        2.000000            0.000000
               DEMAND( 2, 4, 1)        0.000000            0.000000
               DEMAND( 2, 4, 2)        0.000000            0.000000
               DEMAND( 2, 4, 3)        0.000000            0.000000
               DEMAND( 2, 4, 4)        8.000000            0.000000
               DEMAND( 2, 4, 5)        7.000000            0.000000
               DEMAND( 2, 4, 6)        5.000000            0.000000
               DEMAND( 2, 4, 7)        1.000000            0.000000
               DEMAND( 2, 5, 1)        0.000000            0.000000
               DEMAND( 2, 5, 2)        0.000000            0.000000
               DEMAND( 2, 5, 3)        0.000000            0.000000
               DEMAND( 2, 5, 4)        0.000000            0.000000
               DEMAND( 2, 5, 5)        5.000000            0.000000
               DEMAND( 2, 5, 6)        8.000000            0.000000
               DEMAND( 2, 5, 7)        24.00000            0.000000
               DEMAND( 2, 6, 1)        0.000000            0.000000
               DEMAND( 2, 6, 2)        0.000000            0.000000
               DEMAND( 2, 6, 3)        0.000000            0.000000
               DEMAND( 2, 6, 4)        0.000000            0.000000
               DEMAND( 2, 6, 5)        0.000000            0.000000
               DEMAND( 2, 6, 6)        26.00000            0.000000
               DEMAND( 2, 6, 7)        18.00000            0.000000
               DEMAND( 2, 7, 1)        0.000000            0.000000
               DEMAND( 2, 7, 2)        0.000000            0.000000
               DEMAND( 2, 7, 3)        0.000000            0.000000
               DEMAND( 2, 7, 4)        0.000000            0.000000
               DEMAND( 2, 7, 5)        0.000000            0.000000
               DEMAND( 2, 7, 6)        0.000000            0.000000
               DEMAND( 2, 7, 7)        0.000000            0.000000
                PRICE( 1, 1, 1)        888.0000            0.000000
                PRICE( 1, 1, 2)        1680.000            0.000000
                PRICE( 1, 1, 3)        2530.000            0.000000
                PRICE( 1, 1, 4)        3197.000            0.000000
                PRICE( 1, 1, 5)        3996.000            0.000000
                PRICE( 1, 1, 6)        4795.000            0.000000
                PRICE( 1, 1, 7)        4973.000            0.000000
                PRICE( 1, 2, 1)        0.000000            0.000000
                PRICE( 1, 2, 2)        888.0000            0.000000
                PRICE( 1, 2, 3)        1680.000            0.000000
                PRICE( 1, 2, 4)        2530.000            0.000000
                PRICE( 1, 2, 5)        3197.000            0.000000
                PRICE( 1, 2, 6)        3996.000            0.000000
                PRICE( 1, 2, 7)        4262.000            0.000000
                PRICE( 1, 3, 1)        0.000000            0.000000
                PRICE( 1, 3, 2)        0.000000            0.000000
                PRICE( 1, 3, 3)        888.0000            0.000000
                PRICE( 1, 3, 4)        1680.000            0.000000
                PRICE( 1, 3, 5)        2530.000            0.000000
                PRICE( 1, 3, 6)        3374.000            0.000000
                PRICE( 1, 3, 7)        3552.000            0.000000
                PRICE( 1, 4, 1)        0.000000            0.000000
                PRICE( 1, 4, 2)        0.000000            0.000000
                PRICE( 1, 4, 3)        0.000000            0.000000
                PRICE( 1, 4, 4)        888.0000            0.000000
                PRICE( 1, 4, 5)        1776.000            0.000000
                PRICE( 1, 4, 6)        2664.000            0.000000
                PRICE( 1, 4, 7)        3197.000            0.000000
                PRICE( 1, 5, 1)        0.000000            0.000000
                PRICE( 1, 5, 2)        0.000000            0.000000
                PRICE( 1, 5, 3)        0.000000            0.000000
                PRICE( 1, 5, 4)        0.000000            0.000000
                PRICE( 1, 5, 5)        999.0000            0.000000
                PRICE( 1, 5, 6)        1998.000            0.000000
                PRICE( 1, 5, 7)        2697.000            0.000000
                PRICE( 1, 6, 1)        0.000000            0.000000
                PRICE( 1, 6, 2)        0.000000            0.000000
                PRICE( 1, 6, 3)        0.000000            0.000000
                PRICE( 1, 6, 4)        0.000000            0.000000
                PRICE( 1, 6, 5)        0.000000            0.000000
                PRICE( 1, 6, 6)        999.0000            0.000000
                PRICE( 1, 6, 7)        1680.000            0.000000
                PRICE( 1, 7, 1)        0.000000            0.000000
                PRICE( 1, 7, 2)        0.000000            0.000000
                PRICE( 1, 7, 3)        0.000000            0.000000
                PRICE( 1, 7, 4)        0.000000            0.000000
                PRICE( 1, 7, 5)        0.000000            0.000000
                PRICE( 1, 7, 6)        0.000000            0.000000
                PRICE( 1, 7, 7)        888.0000            0.000000
                PRICE( 2, 1, 1)        1100.000            0.000000
                PRICE( 2, 1, 2)        2200.000            0.000000
                PRICE( 2, 1, 3)        3000.000            0.000000
                PRICE( 2, 1, 4)        4000.000            0.000000
                PRICE( 2, 1, 5)        5000.000            0.000000
                PRICE( 2, 1, 6)        5800.000            0.000000
                PRICE( 2, 1, 7)        6000.000            0.000000
                PRICE( 2, 2, 1)        0.000000            0.000000
                PRICE( 2, 2, 2)        1100.000            0.000000
                PRICE( 2, 2, 3)        2200.000            0.000000
                PRICE( 2, 2, 4)        3000.000            0.000000
                PRICE( 2, 2, 5)        4000.000            0.000000
                PRICE( 2, 2, 6)        5000.000            0.000000
                PRICE( 2, 2, 7)        5800.000            0.000000
                PRICE( 2, 3, 1)        0.000000            0.000000
                PRICE( 2, 3, 2)        0.000000            0.000000
                PRICE( 2, 3, 3)        1100.000            0.000000
                PRICE( 2, 3, 4)        2200.000            0.000000
                PRICE( 2, 3, 5)        3000.000            0.000000
                PRICE( 2, 3, 6)        4000.000            0.000000
                PRICE( 2, 3, 7)        5000.000            0.000000
                PRICE( 2, 4, 1)        0.000000            0.000000
                PRICE( 2, 4, 2)        0.000000            0.000000
                PRICE( 2, 4, 3)        0.000000            0.000000
                PRICE( 2, 4, 4)        1100.000            0.000000
                PRICE( 2, 4, 5)        2200.000            0.000000
                PRICE( 2, 4, 6)        3300.000            0.000000
                PRICE( 2, 4, 7)        4000.000            0.000000
                PRICE( 2, 5, 1)        0.000000            0.000000
                PRICE( 2, 5, 2)        0.000000            0.000000
                PRICE( 2, 5, 3)        0.000000            0.000000
                PRICE( 2, 5, 4)        0.000000            0.000000
                PRICE( 2, 5, 5)        1200.000            0.000000
                PRICE( 2, 5, 6)        2400.000            0.000000
                PRICE( 2, 5, 7)        3300.000            0.000000
                PRICE( 2, 6, 1)        0.000000            0.000000
                PRICE( 2, 6, 2)        0.000000            0.000000
                PRICE( 2, 6, 3)        0.000000            0.000000
                PRICE( 2, 6, 4)        0.000000            0.000000
                PRICE( 2, 6, 5)        0.000000            0.000000
                PRICE( 2, 6, 6)        1200.000            0.000000
                PRICE( 2, 6, 7)        2300.000            0.000000
                PRICE( 2, 7, 1)        0.000000            0.000000
                PRICE( 2, 7, 2)        0.000000            0.000000
                PRICE( 2, 7, 3)        0.000000            0.000000
                PRICE( 2, 7, 4)        0.000000            0.000000
                PRICE( 2, 7, 5)        0.000000            0.000000
                PRICE( 2, 7, 6)        0.000000            0.000000
                PRICE( 2, 7, 7)        1100.000            0.000000
               VAR( 1, 1, 1, 1)        0.000000           -888.0000
               VAR( 1, 1, 1, 2)        0.000000           -1680.000
               VAR( 1, 1, 1, 3)        6.000000           -2530.000
               VAR( 1, 1, 1, 4)        10.00000           -3197.000
               VAR( 1, 1, 1, 5)        15.00000           -3996.000
               VAR( 1, 1, 1, 6)        18.00000           -4795.000
               VAR( 1, 1, 1, 7)        7.000000           -4973.000
               VAR( 1, 1, 2, 1)        0.000000            0.000000
               VAR( 1, 1, 2, 2)        0.000000           -888.0000
               VAR( 1, 1, 2, 3)        0.000000           -1680.000
               VAR( 1, 1, 2, 4)        8.000000           -2530.000
               VAR( 1, 1, 2, 5)        10.00000           -3197.000
               VAR( 1, 1, 2, 6)        10.00000           -3996.000
               VAR( 1, 1, 2, 7)        12.00000           -4262.000
               VAR( 1, 1, 3, 1)        0.000000            0.000000
               VAR( 1, 1, 3, 2)        0.000000            0.000000
               VAR( 1, 1, 3, 3)        12.00000           -888.0000
               VAR( 1, 1, 3, 4)        17.00000           -1680.000
